cluster,var_name,rsquared,rsquared_next,clus_next,rsquared_ratio
Clus01,WOE_CNC_305,0.9717422202,0.7555210618,Clus59,0.115583698
Clus01,WOE_CNC_287,0.9721742375,0.7614428335,Clus59,0.1166419055
Clus01,WOE_CNC_304,0.9721742375,0.7614428335,Clus59,0.1166419055
Clus01,WOE_CNC_280,0.9654156841,0.7506336482,Clus59,0.1386887831
Clus01,WOE_CNC_266,0.9603203803,0.7311572898,Clus59,0.1475941813
Clus01,WOE_CNC_024,0.9620828667,0.7587491672,Clus59,0.1571689221
Clus01,WOE_CNC_281,0.9577968088,0.7461390032,Clus59,0.166245275
Clus01,WOE_CNC_008,0.9578900314,0.7500235878,Clus59,0.1684557685
Clus01,WOE_CNC_284,0.9509916912,0.7403518504,Clus59,0.1887489239
Clus01,WOE_CNC_285,0.9510184059,0.7405617919,Clus59,0.1887986912
Clus01,WOE_CNC_318,0.947832275,0.7328157175,Clus59,0.1952499768
Clus01,WOE_CNC_286,0.9502778764,0.7455573109,Clus59,0.1954158075
Clus01,WOE_CNC_303,0.9502778764,0.7455573109,Clus59,0.1954158075
Clus01,WOE_CNC_023,0.9557456686,0.7767671233,Clus59,0.1982428934
Clus01,WOE_CNC_007,0.9439546526,0.7354036358,Clus59,0.2118145029
Clus01,WOE_CNC_278,0.9417922836,0.734498292,Clus59,0.2192366927
Clus01,WOE_CNC_279,0.9409097044,0.7348737576,Clus59,0.2228760725
Clus01,WOE_CNC_317,0.9378364604,0.7230362669,Clus59,0.2244464968
Clus01,WOE_LSA_101,0.9357390246,0.7532791905,Clus59,0.2604602975
Clus01,WOE_LSA_102,0.9357390246,0.7532791905,Clus59,0.2604602975
Clus01,WOE_CNC_031,0.9283664923,0.7360327738,Clus59,0.2713727334
Clus01,WOE_CNC_035,0.9283664923,0.7360327738,Clus59,0.2713727334
Clus01,WOE_CNC_037,0.9264773462,0.7432725679,Clus59,0.2863840968
Clus01,WOE_CNC_275,0.9198746669,0.7215501608,Clus59,0.2877549988
Clus01,WOE_CNC_022,0.9226967502,0.7506299856,Clus59,0.3099941666
Clus01,WOE_CNC_044,0.8789165358,0.6538391168,Clus59,0.3497895635
Clus01,WOE_CNC_276,0.8698493103,0.6661045086,Clus59,0.3897946904
Clus01,WOE_CNC_036,0.876850705,0.712073184,Clus59,0.4277104046
Clus01,WOE_CNC_034,0.8641227691,0.6873366761,Clus59,0.4345800115
Clus01,WOE_DSA2_193,0.8563898331,0.6749947237,Clus59,0.4418702628
Clus01,WOE_DSA2_194,0.8307612974,0.64376702,Clus59,0.4750787043
Clus01,WOE_CNC_039,0.8380824288,0.6750308945,Clus59,0.4982552757
Clus01,WOE_CNC_263,0.8008024287,0.6103386079,Clus59,0.5112068461
Clus01,WOE_DSA2_202,0.7867193998,0.5952112681,Clus59,0.5268936199
Clus01,WOE_CNC_009,0.8695401709,0.7766376606,Clus59,0.5840726303
Clus01,WOE_CNC_027,0.7342795311,0.5507743545,Clus59,0.5915077903
Clus01,WOE_CNC_020,0.7920471348,0.6644069112,Clus59,0.6196577706
Clus01,WOE_CNC_026,0.6901927592,0.507695443,Clus59,0.6292999656
Clus01,WOE_DSA2_192,0.7666486975,0.6479734947,Clus59,0.6628799224
Clus01,WOE_CNC_316,0.7717319437,0.6680466632,Clus59,0.6876510371
Clus01,WOE_CNC_021,0.7670337781,0.6638619294,Clus59,0.6930670527
Clus01,WOE_CNC_277,0.6432437181,0.4855671477,Clus59,0.6934943605
Clus01,WOE_CNC_293,0.7666354266,0.6635357694,Clus59,0.6935791451
Clus01,WOE_CNC_010,0.6805221244,0.5708500721,Clus59,0.7444435028
Clus01,WOE_CNC_319,0.6208322521,0.5003589354,Clus59,0.7588802739
Clus01,WOE_CNC_042,0.5947566913,0.4822922471,Clus59,0.7827646128
Clus01,WOE_CNC_291,0.6646365666,0.5781090057,Clus59,0.794905409
Clus01,WOE_CNC_262,0.4715201113,0.353984757,Clus59,0.8180610202
Clus01,WOE_DSA2_201,0.7197898523,0.6612677024,Clus59,0.8272318573
Clus01,WOE_CNC_033,0.6281199513,0.5570393982,Clus59,0.8395330131
Clus01,WOE_CNC_292,0.6231779003,0.5668533365,Clus59,0.8699642211
Clus01,WOE_DSA_261,0.2420815354,0.1905547037,Clus59,0.9363430339
Clus01,WOE_CNC_046,0.5034475301,0.471982577,Clus59,0.9404092522
Clus01,WOE_CNC_045,0.5037585229,0.4724014936,Clus59,0.9405664934
Clus01,WOE_RSDNC_CD,0.2077600974,0.1699183649,Clus07,0.954412035
Clus02,WOE_POP5_064,0.898817759,0.4610603248,Clus53,0.1877431662
Clus02,WOE_DSA2_209,0.8965603344,0.4974661021,Clus53,0.2058361955
Clus02,WOE_LSA_202,0.8965603344,0.4974661021,Clus53,0.2058361955
Clus02,WOE_LSA_020,0.8776004457,0.4862579141,Clus53,0.2382509777
Clus02,WOE_KBS3_023,0.8360936841,0.4844796363,Clus13,0.3179434363
Clus02,WOE_ORG_032,0.8360936841,0.4844796363,Clus13,0.3179434363
Clus02,WOE_DSA2_211,0.752568644,0.3692109844,Clus22,0.3922569193
Clus02,WOE_DSA2_253,0.752568644,0.3692109844,Clus22,0.3922569193
Clus02,WOE_POP_192,0.7164675569,0.4757372035,Clus11,0.540821216
Clus02,WOE_KBS4_051,0.7170446307,0.478733259,Clus11,0.5428226031
Clus02,WOE_KBS1_245,0.7443884286,0.5624899909,Clus11,0.5842416542
Clus02,WOE_POP5_053,0.6159852943,0.4181169759,Clus11,0.6599517253
Clus02,WOE_POP_007,0.5529732785,0.3487357162,Clus53,0.6863983372
Clus02,WOE_DSA_072,0.4774912387,0.2475447846,Clus11,0.6944051295
Clus02,WOE_POP5_049,0.518975164,0.3290426557,Clus11,0.716923125
Clus02,WOE_TOTTRDLNGE60DATOTPBR_CT,0.6393740239,0.5141082801,Clus22,0.7421941171
Clus02,WOE_CNC_136,0.489624588,0.3259379972,Clus22,0.7571638958
Clus02,WOE_LSA_047,0.5282197273,0.399392927,Clus53,0.785505689
Clus02,WOE_DSA2_215,0.342456807,0.1962726982,Clus22,0.8181172788
Clus02,WOE_DSA2_387,0.3776621689,0.2450150468,Clus13,0.8243049461
Clus02,WOE_TOTDLNQTXLIENPBRGE90_CT,0.6186736573,0.5629487987,Clus22,0.8724981
Clus02,WOE_DSA2_389,0.2660881847,0.1929033936,Clus22,0.9093233814
Clus02,WOE_DSA2_214,0.1792889003,0.1119633256,Clus11,0.9241860425
Clus02,WOE_DSA2_321,0.078477316,0.0640364497,Clus09,0.9845711232
Clus02,WOE_DSA_079,0.078477316,0.0640364497,Clus09,0.9845711232
Clus03,WOE_CBYR_TOT_SATSFC_TRDLN_CT,0.8527502823,0.5590421535,Clus32,0.3339315058
Clus03,WOE_LSA_077,0.8867926508,0.6986238673,Clus32,0.3756347531
Clus03,WOE_LSA_268,0.8867926508,0.6986238673,Clus32,0.3756347531
Clus03,WOE_CBYR_NDRGT_TRDLN_CT,0.8197608194,0.5449101298,Clus32,0.3960518404
Clus03,WOE_KBS1_213,0.823989063,0.5643637239,Clus32,0.4040318648
Clus03,WOE_CBE_070,0.8198100828,0.5552807294,Clus32,0.405176769
Clus03,WOE_CBYR_REV_STSFD_CT,0.8013655599,0.5283243612,Clus32,0.4211250778
Clus03,WOE_CBYR_REV_STSFD_GE25_MO_CT,0.7796516119,0.4927635608,Clus32,0.4344096187
Clus03,WOE_LSA_265,0.7954510656,0.5350636389,Clus32,0.4399503921
Clus03,WOE_CBYR_TOT_REV_TRADE_CT,0.7835752755,0.5135862672,Clus32,0.4449395852
Clus03,WOE_CBYR_REV_STSFD_GE61MO_CT,0.746972107,0.459221798,Clus32,0.4678958806
Clus03,WOE_LSA_075,0.854070119,0.6963630777,Clus32,0.4806065083
Clus03,WOE_LSA_079,0.8001523146,0.590098687,Clus32,0.4875507326
Clus03,WOE_LSA_260,0.7727006684,0.5606963798,Clus32,0.5174082825
Clus03,WOE_CBYR_OTH_STSFD_GE61MO_CT,0.7421722483,0.5472318504,Clus32,0.5694476343
Clus03,WOE_LSA_081,0.8487807122,0.7463212445,Clus32,0.5961054464
Clus03,WOE_CBYR_TOT_ACTV_TRADE_CT,0.7340264467,0.5593527531,Clus32,0.603597447
Clus03,WOE_CBYR_AUTO_STSFD_GE49MO_CT,0.7224235198,0.5451607673,Clus32,0.6102738292
Clus03,WOE_CBYR_AUTO_STSFD_GE61MO_CT,0.7081243829,0.5284419906,Clus32,0.6189601519
Clus03,WOE_DSA2_242,0.8105502543,0.6982291684,Clus32,0.6277934309
Clus03,WOE_DSA2_259,0.8105502543,0.6982291684,Clus32,0.6277934309
Clus03,WOE_DSA2_277,0.8105502543,0.6982291684,Clus32,0.6277934309
Clus03,WOE_CBYR_OTH_STSFD_CT,0.7516177663,0.6188346141,Clus32,0.6516390074
Clus03,WOE_DSA2_227,0.6020493743,0.3936354954,Clus32,0.6562894475
Clus03,WOE_DSA2_225,0.6045161225,0.4293877354,Clus32,0.6930868858
Clus03,WOE_CBYR_OLD_TRDLNINVLDVALAGE_NB,0.5519679556,0.3776776737,Clus32,0.7199356756
Clus03,WOE_CBYR_OLD_TRDLN_AGE_NB,0.5547070757,0.3896171962,Clus32,0.7295305856
Clus03,WOE_KBS5_016,0.4393834742,0.2346165205,Clus32,0.7324648896
Clus03,WOE_DSA2_236,0.6810068538,0.5700113954,Clus32,0.7418641861
Clus03,WOE_LSA_091,0.4634564695,0.2879035313,Clus32,0.7534702868
Clus03,WOE_DSA2_246,0.481934241,0.3519769375,Clus32,0.7994557431
Clus03,WOE_DSA2_330,0.7504340591,0.6957740894,Clus32,0.8203309851
Clus03,WOE_DSA2_278,0.6033588129,0.5195631045,Clus32,0.8255843603
Clus03,WOE_ORG_205,0.4662656919,0.3661255166,Clus32,0.8420189203
Clus03,WOE_CBYR_REV_AVAIL_PC,0.4421722096,0.3446136489,Clus32,0.8511434354
Clus03,WOE_CBYR_AVG_TRADE_AGEMO_NB,0.4785052116,0.4002129161,Clus32,0.8694665197
Clus03,WOE_DSA_053,0.523282035,0.4725812593,Clus20,0.9038699768
Clus03,WOE_LSA_083,0.8147791161,0.797498566,Clus32,0.9146645548
Clus03,WOE_POP_029,0.4713433957,0.422030109,Clus32,0.9146784504
Clus03,WOE_POP5_371,0.4800406434,0.4381175196,Clus20,0.9253880922
Clus03,WOE_POP5_364,0.461507257,0.421771738,Clus32,0.9312805657
Clus03,WOE_POP5_367,0.4895695067,0.4594779437,Clus32,0.9443287047
Clus03,WOE_POP5_365,0.4921310512,0.4635673361,Clus32,0.9467524686
Clus04,WOE_KBS1_165,0.8684820359,0.6278842714,Clus10,0.353432962
Clus04,WOE_ETC_006,0.8556037873,0.6113725847,Clus10,0.3715543654
Clus04,WOE_DSA2_210,0.8474486197,0.6147991618,Clus10,0.3960307589
Clus04,WOE_LSA_203,0.8474486197,0.6147991618,Clus10,0.3960307589
Clus04,WOE_KBS3_008,0.7739674452,0.5693399269,Clus10,0.524851429
Clus04,WOE_ORG_031,0.7739674452,0.5693399269,Clus10,0.524851429
Clus04,WOE_KBS1_046,0.7712168525,0.6344739744,Clus23,0.6259011164
Clus04,WOE_POP5_126,0.659741996,0.4792538214,Clus35,0.6534047066
Clus04,WOE_ORG_234,0.6149523288,0.4565433977,Clus10,0.7085159505
Clus04,WOE_KBS1_007,0.6509799557,0.5081591641,Clus23,0.7096198991
Clus04,WOE_KBS1_020,0.5802588892,0.4180596614,Clus10,0.7212785967
Clus04,WOE_KBS3_015,0.6762767818,0.5512426818,Clus10,0.7213770229
Clus04,WOE_ORG_144,0.6529627774,0.5193910575,Clus10,0.7220781637
Clus04,WOE_ORG_187,0.5135128777,0.3369170402,Clus35,0.7336745955
Clus04,WOE_LSA_188,0.6285810119,0.5300725203,Clus10,0.79037512
Clus04,WOE_ORG_143,0.6429273414,0.5488744264,Clus10,0.7915150004
Clus04,WOE_DSA2_176,0.4207563929,0.274255067,Clus59,0.798136619
Clus04,WOE_KBS1_133,0.4207563929,0.274255067,Clus59,0.798136619
Clus04,WOE_OVF_018,0.4207563929,0.274255067,Clus59,0.798136619
Clus04,WOE_KBS3_012,0.43507855,0.3270950264,Clus10,0.8395263404
Clus04,WOE_KBS3_046,0.555868451,0.4824786992,Clus10,0.8581898916
Clus04,WOE_LSA_184,0.4930537383,0.4475667568,Clus10,0.917660673
Clus04,WOE_DSA2_489,0.2573642156,0.2077296668,Clus35,0.9373514989
Clus04,WOE_KBS1_025,0.2428316941,0.1998551497,Clus23,0.9462890445
Clus04,WOE_LSA_065,0.3325018642,0.300914147,Clus35,0.9548156824
Clus04,WOE_DSA2_235,0.1520262794,0.1243320455,Clus23,0.9683735899
Clus05,WOE_DSA2_161,0.8545327273,0.2635446177,Clus31,0.197523538
Clus05,WOE_DSA2_219,0.8545327273,0.2635446177,Clus31,0.197523538
Clus05,WOE_KBS3_093,0.8545327273,0.2635446177,Clus31,0.197523538
Clus05,WOE_DSA2_162,0.8169821787,0.2526302912,Clus31,0.2448825783
Clus05,WOE_DSA2_218,0.8169821787,0.2526302912,Clus31,0.2448825783
Clus05,WOE_OVF_017,0.8158990176,0.2877394976,Clus31,0.2584742265
Clus05,WOE_ORG_130,0.760545288,0.3443296722,Clus45,0.3652059607
Clus05,WOE_POP_046,0.7677740235,0.4438861449,Clus45,0.4175871081
Clus05,WOE_DBT_087,0.6514960774,0.3529444259,Clus45,0.538599676
Clus05,WOE_DBT_076,0.6271230028,0.3183922402,Clus45,0.5470550941
Clus05,WOE_POP_078,0.623947499,0.3409907274,Clus50,0.5706330953
Clus05,WOE_DBT_086,0.6175554279,0.3480163786,Clus45,0.586586165
Clus05,WOE_POP5_089,0.5445262996,0.258194627,Clus23,0.6140070118
Clus05,WOE_LSA_341,0.4759931538,0.2203522921,Clus38,0.6721072106
Clus05,WOE_DSA2_163,0.379373756,0.1423575245,Clus31,0.723642149
Clus05,WOE_LSA_329,0.2000234016,0.102974566,Clus50,0.8918103858
Clus05,WOE_CNC_134,0.2931822958,0.2149183534,Clus61,0.9003110788
Clus05,WOE_AUTO_STSFD_13_24MO_CT,0.2610334729,0.1895366571,Clus50,0.911782789
Clus05,WOE_DBT_097,0.2000098178,0.1445494171,Clus44,0.9351682004
Clus05,WOE_POP5_096,0.2158547607,0.1733083983,Clus32,0.9485341785
Clus05,WOE_AUTO_TOO_NEW_CT,0.1439027275,0.1073574035,Clus51,0.9590593994
Clus05,WOE_DBT_092,0.0921998277,0.0694129589,Clus23,0.9755134471
Clus05,WOE_ETC_010,0.0548950386,0.042571554,Clus34,0.9871285582
Clus06,WOE_POP5_339,0.9085130284,0.3057635618,Clus54,0.1317807113
Clus06,WOE_POP5_060,0.8966960038,0.3081360017,Clus54,0.1493125766
Clus06,WOE_POP_174,0.8558763832,0.2757522454,Clus54,0.1989976715
Clus06,WOE_LSA_019,0.8551973107,0.2754067559,Clus54,0.199839966
Clus06,WOE_POP5_359,0.8448333783,0.2583397562,Clus54,0.2092152343
Clus06,WOE_POP5_357,0.8216650134,0.238988003,Clus54,0.2343392579
Clus06,WOE_POP5_332,0.8361433834,0.3084093458,Clus61,0.2369271701
Clus06,WOE_POP5_333,0.8361433834,0.3084093458,Clus61,0.2369271701
Clus06,WOE_POP5_358,0.8146673358,0.2699997915,Clus54,0.2538802894
Clus06,WOE_POP5_330,0.8260287786,0.3225722978,Clus61,0.2568114957
Clus06,WOE_POP5_356,0.8078340223,0.2826417726,Clus54,0.2678800777
Clus06,WOE_POP5_336,0.8236168439,0.3458023855,Clus54,0.269617547
Clus06,WOE_POP5_334,0.8236168439,0.3458023855,Clus54,0.269617547
Clus06,WOE_POP5_335,0.8173449556,0.3700232155,Clus54,0.2899393261
Clus06,WOE_POP5_337,0.8041109994,0.3447160627,Clus54,0.2989375893
Clus06,WOE_POP5_326,0.7692685411,0.3185114272,Clus55,0.3385698134
Clus06,WOE_POP5_321,0.7665566276,0.3363748124,Clus55,0.3517699099
Clus06,WOE_POP5_324,0.7681071043,0.3427773337,Clus55,0.3528376418
Clus06,WOE_POP_085,0.5988151828,0.2500427983,Clus54,0.5349436159
Clus06,WOE_POP5_047,0.5691035832,0.238580001,Clus61,0.565911609
Clus06,WOE_POP_154,0.6129559741,0.3664416577,Clus35,0.6109051055
Clus06,WOE_POP5_055,0.511913796,0.2651123926,Clus54,0.6641644233
Clus06,WOE_POP5_155,0.5033135951,0.2745140689,Clus54,0.684625826
Clus06,WOE_POP5_157,0.2489147178,0.1303215422,Clus60,0.8636356062
Clus06,WOE_POP5_350,0.2514610829,0.1451651334,Clus34,0.8756532359
Clus06,WOE_POP5_322,0.5015870316,0.4326868548,Clus35,0.8785500082
Clus06,WOE_POP5_348,0.2374201013,0.1716122118,Clus54,0.9205590782
Clus06,WOE_POP5_349,0.1930232949,0.1263046078,Clus61,0.9236362149
Clus06,WOE_POP5_351,0.2324626921,0.1741657319,Clus34,0.9294084027
Clus07,WOE_POP5_029,0.9522978587,0.4462868667,Clus59,0.0861495573
Clus07,WOE_POP5_030,0.9519345825,0.4462719285,Clus59,0.0868032883
Clus07,WOE_POP5_026,0.9492182631,0.4430020443,Clus59,0.0911704188
Clus07,WOE_POP5_024,0.9384434879,0.4429072847,Clus59,0.1104959918
Clus07,WOE_ETC_037,0.9229570891,0.4407043032,Clus59,0.1377498725
Clus07,WOE_ETC_040,0.9229570891,0.4407043032,Clus59,0.1377498725
Clus07,WOE_POP5_028,0.9160348637,0.4082049246,Clus59,0.1418821139
Clus07,WOE_ETC_053,0.9161021674,0.4223128265,Clus59,0.1452305615
Clus07,WOE_ETC_039,0.9159100377,0.4216536067,Clus59,0.1453972278
Clus07,WOE_POP5_027,0.9098493317,0.4029007235,Clus59,0.1509810375
Clus07,WOE_ETC_044,0.9090458585,0.4255576354,Clus59,0.1583346687
Clus07,WOE_ETC_030,0.8980306913,0.4249624554,Clus59,0.1773263496
Clus07,WOE_ETC_051,0.8959562432,0.4292996138,Clus59,0.182308895
Clus07,WOE_ETC_054,0.8959562432,0.4292996138,Clus59,0.182308895
Clus07,WOE_POP5_023,0.8906643112,0.4047355836,Clus59,0.1836758351
Clus07,WOE_ETC_042,0.8978599917,0.4652298407,Clus59,0.1909979577
Clus07,WOE_ETC_056,0.8899578757,0.4702912898,Clus59,0.2077408247
Clus07,WOE_ETC_035,0.8819228984,0.4506978133,Clus59,0.214958368
Clus07,WOE_POP5_025,0.8627284366,0.4088370462,Clus59,0.2322059638
Clus07,WOE_ETC_043,0.8557806754,0.3864905594,Clus59,0.2350727063
Clus07,WOE_ETC_052,0.8557127544,0.3966865931,Clus59,0.2391580296
Clus07,WOE_ETC_055,0.8557127544,0.3966865931,Clus59,0.2391580296
Clus07,WOE_ETC_049,0.8664331043,0.4491182018,Clus59,0.2424601723
Clus07,WOE_ETC_029,0.8508629459,0.3914601734,Clus59,0.2450736132
Clus07,WOE_ETC_038,0.8480658089,0.3913504404,Clus59,0.2496250737
Clus07,WOE_ETC_041,0.8480658089,0.3913504404,Clus59,0.2496250737
Clus07,WOE_ETC_050,0.8366127363,0.3707096368,Clus59,0.2596373204
Clus07,WOE_ETC_036,0.8320792118,0.378891174,Clus59,0.2703564676
Clus07,WOE_ETC_034,0.8262562056,0.3966680512,Clus59,0.2879738007
Clus07,WOE_ETC_048,0.822624168,0.3897987253,Clus59,0.2906841387
Clus07,WOE_ETC_046,0.7903818197,0.3774572207,Clus59,0.336712893
Clus07,WOE_ETC_031,0.7705193599,0.3802996566,Clus59,0.3703090413
Clus07,WOE_ETC_045,0.7614316689,0.3781788377,Clus59,0.3836606818
Clus07,WOE_ETC_032,0.7565671676,0.367809002,Clus59,0.3850621619
Clus07,WOE_ETC_033,0.736144501,0.4007698141,Clus14,0.4403241111
Clus07,WOE_ETC_047,0.7372426444,0.4137634325,Clus14,0.4482104497
Clus07,WOE_POP5_087,0.5643865725,0.2433727143,Clus59,0.5757305291
Clus07,WOE_POP5_034,0.558093691,0.2405440944,Clus59,0.58187224
Clus07,WOE_POP5_033,0.5377855211,0.2375316718,Clus59,0.606208103
Clus07,WOE_POP5_086,0.5246220712,0.2291815583,Clus59,0.6167184166
Clus07,WOE_POP5_032,0.4136937256,0.1827995749,Clus59,0.7174571334
Clus07,WOE_RSDNC_MO_NB,0.188753178,0.0644211463,Clus27,0.8671068385
Clus08,WOE_LSA_167,0.9355470774,0.1996242602,Clus51,0.0805283312
Clus08,WOE_LSA_195,0.931079669,0.191780078,Clus51,0.0852742293
Clus08,WOE_LSA_068,0.9286165072,0.2006841844,Clus51,0.089305743
Clus08,WOE_LSA_198,0.8809599487,0.1838146658,Clus51,0.1458492898
Clus08,WOE_LSA_199,0.8769730462,0.1786023435,Clus05,0.1497775808
Clus08,WOE_LSA_200,0.8598318417,0.1635576146,Clus05,0.1675765847
Clus08,WOE_LSA_201,0.8557179649,0.1636623206,Clus05,0.1725164831
Clus08,WOE_KBS1_026,0.8458722337,0.220908831,Clus51,0.1978302058
Clus08,WOE_KBS1_011,0.8458137809,0.220857188,Clus51,0.1978921152
Clus08,WOE_KBS1_008,0.8395173263,0.2104283832,Clus51,0.2032528402
Clus08,WOE_KBS1_166,0.8391093199,0.2148318992,Clus51,0.2049124002
Clus08,WOE_LSA_207,0.7957906847,0.1875931659,Clus51,0.2513633646
Clus08,WOE_LSA_175,0.6877141742,0.1496902615,Clus51,0.3672612599
Clus08,WOE_LSA_177,0.6605748206,0.1560435635,Clus51,0.4021832937
Clus08,WOE_LSA_206,0.6345525988,0.1222481133,Clus51,0.4163447629
Clus08,WOE_LSA_173,0.6267395409,0.1293466272,Clus51,0.4287130456
Clus08,WOE_LSA_253,0.5976934746,0.123730307,Clus51,0.459112678
Clus08,WOE_LSA_179,0.560120463,0.1434050062,Clus51,0.5135210224
Clus08,WOE_LSA_171,0.5035749837,0.1493289443,Clus05,0.5835687167
Clus08,WOE_LSA_181,0.4416231953,0.110757467,Clus51,0.6279240859
Clus08,WOE_LSA_224,0.4317716176,0.0963622569,Clus05,0.6288232057
Clus08,WOE_INQ_6MO_EXCLAUTO_7DA_CT,0.4050211301,0.145587167,Clus51,0.696359941
Clus08,WOE_LSA_216,0.3478034343,0.0906523982,Clus74,0.7172137084
Clus08,WOE_LSA_223,0.3418531487,0.1101195276,Clus74,0.7395901716
Clus08,WOE_LSA_197,0.2154964113,0.0314412882,Clus62,0.8099700918
Clus08,WOE_LSA_208,0.2572751372,0.1230255621,Clus51,0.8469173452
Clus08,WOE_KBS3_018,0.2184935072,0.0916892131,Clus51,0.860395477
Clus08,WOE_ORG_059,0.2184935072,0.0916892131,Clus51,0.860395477
Clus08,WOE_LSA_196,0.1616797815,0.0260418712,Clus62,0.8607353784
Clus08,WOE_FIN_INQ_24MO_CT,0.1246351176,0.0331504048,Clus62,0.9053785478
Clus08,WOE_LSA_232,0.1836594004,0.1170686483,Clus21,0.9245799212
Clus08,WOE_CBYR_INQ_6MO_EXCLAUTO_7DA_CT,0.1437146603,0.0891976948,Clus32,0.940144019
Clus09,WOE_LSA_058,0.8734185058,0.4427446552,Clus65,0.2271516916
Clus09,WOE_LSA_057,0.8675379598,0.4553288616,Clus65,0.2431963635
Clus09,WOE_ORG_040,0.8265384656,0.4012350872,Clus18,0.2896988964
Clus09,WOE_POP_244,0.8742980399,0.6222855237,Clus65,0.332796247
Clus09,WOE_POP_242,0.874280428,0.622296918,Clus65,0.3328529153
Clus09,WOE_FIN_WHSL_PC,0.8053827437,0.4412410098,Clus65,0.3483026846
Clus09,WOE_KBS3_034,0.7828514288,0.4037336579,Clus18,0.3641804944
Clus09,WOE_BAT_013,0.7565480399,0.3326443088,Clus18,0.3648009049
Clus09,WOE_ORG_016,0.8333968526,0.6031963528,Clus65,0.4198629438
Clus09,WOE_ORG_048,0.55156741,0.1714684358,Clus65,0.5412377867
Clus09,WOE_ECA_016,0.4817201966,0.1421081238,Clus18,0.6041318467
Clus09,WOE_KBS1_094,0.3731185508,0.238570216,Clus12,0.8232951513
Clus09,WOE_DSA_071,0.10331742,0.0317315079,Clus05,0.9260681178
Clus09,WOE_DSA2_123,0.0977252602,0.0282938496,Clus05,0.9285469063
Clus09,WOE_LSA_061,0.2284301182,0.1790989876,Clus65,0.9399061155
Clus09,WOE_LSA_118,0.0821828387,0.0479845504,Clus45,0.9640780112
Clus10,WOE_CBE_068,0.8486836874,0.5541265777,Clus04,0.3393705592
Clus10,WOE_KBS1_130,0.8518181627,0.5666704148,Clus04,0.3419610439
Clus10,WOE_KBS1_028,0.8447192663,0.5845901175,Clus04,0.3738012507
Clus10,WOE_DSA2_032,0.8417252144,0.581789125,Clus04,0.3784568862
Clus10,WOE_KBS1_037,0.7556755428,0.5491620836,Clus04,0.5419341371
Clus10,WOE_NDRGT_TRDLN_CT,0.7622565439,0.5778640054,Clus56,0.5631916233
Clus10,WOE_TOT_SATSFC_TRDLN_CT,0.7480199422,0.576245548,Clus56,0.594636957
Clus10,WOE_ORG_221,0.5725124684,0.435008731,Clus04,0.7566267923
Clus10,WOE_LSA_189,0.6454897111,0.5483178904,Clus04,0.7848667931
Clus10,WOE_LSA_185,0.562349372,0.4615890379,Clus04,0.8128560872
Clus10,WOE_KBS1_012,0.5227826983,0.4188483972,Clus04,0.8211580239
Clus10,WOE_KBS1_009,0.5332398214,0.4336882993,Clus04,0.8242107271
Clus10,WOE_OTH_STSFD_CT,0.3905856378,0.2656745535,Clus04,0.8298968327
